"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","25.02.2025","11:15:00","25.02.2025","12:50:00","Ложь","Истина","25.02.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","04.03.2025","11:15:00","04.03.2025","12:50:00","Ложь","Истина","04.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","11.03.2025","11:15:00","11.03.2025","12:50:00","Ложь","Истина","11.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","18.03.2025","11:15:00","18.03.2025","12:50:00","Ложь","Истина","18.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","25.03.2025","11:15:00","25.03.2025","12:50:00","Ложь","Истина","25.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","01.04.2025","11:15:00","01.04.2025","12:50:00","Ложь","Истина","01.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","08.04.2025","11:15:00","08.04.2025","12:50:00","Ложь","Истина","08.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","15.04.2025","11:15:00","15.04.2025","12:50:00","Ложь","Истина","15.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","22.04.2025","11:15:00","22.04.2025","12:50:00","Ложь","Истина","22.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","29.04.2025","11:15:00","29.04.2025","12:50:00","Ложь","Истина","29.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","06.05.2025","11:15:00","06.05.2025","12:50:00","Ложь","Истина","06.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","13.05.2025","11:15:00","13.05.2025","12:50:00","Ложь","Истина","13.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","20.05.2025","11:15:00","20.05.2025","12:50:00","Ложь","Истина","20.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","27.05.2025","11:15:00","27.05.2025","12:50:00","Ложь","Истина","27.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ФВ Пз DL ВПВПС-24-1","03.06.2025","11:15:00","03.06.2025","12:50:00","Ложь","Истина","03.06.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","11.02.2025","11:15:00","11.02.2025","12:50:00","Ложь","Истина","11.02.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","18.02.2025","11:15:00","18.02.2025","12:50:00","Ложь","Истина","18.02.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","25.02.2025","11:15:00","25.02.2025","12:50:00","Ложь","Истина","25.02.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","04.03.2025","11:15:00","04.03.2025","12:50:00","Ложь","Истина","04.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","11.03.2025","11:15:00","11.03.2025","12:50:00","Ложь","Истина","11.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","18.03.2025","11:15:00","18.03.2025","12:50:00","Ложь","Истина","18.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","25.03.2025","11:15:00","25.03.2025","12:50:00","Ложь","Истина","25.03.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","01.04.2025","11:15:00","01.04.2025","12:50:00","Ложь","Истина","01.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","08.04.2025","11:15:00","08.04.2025","12:50:00","Ложь","Истина","08.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","15.04.2025","11:15:00","15.04.2025","12:50:00","Ложь","Истина","15.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","22.04.2025","11:15:00","22.04.2025","12:50:00","Ложь","Истина","22.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","29.04.2025","11:15:00","29.04.2025","12:50:00","Ложь","Истина","29.04.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","06.05.2025","11:15:00","06.05.2025","12:50:00","Ложь","Истина","06.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","13.05.2025","11:15:00","13.05.2025","12:50:00","Ложь","Истина","13.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","20.05.2025","11:15:00","20.05.2025","12:50:00","Ложь","Истина","20.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","27.05.2025","11:15:00","27.05.2025","12:50:00","Ложь","Истина","27.05.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ВПВПС-24-2 - ФВ Пз DL ВПВПС-24-2","03.06.2025","11:15:00","03.06.2025","12:50:00","Ложь","Истина","03.06.2025","11:10:00","2","Обычная","ФВ Пз DL ВПВПС-24-2","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","11.02.2025","11:15:00","11.02.2025","12:50:00","Ложь","Истина","11.02.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","18.02.2025","11:15:00","18.02.2025","12:50:00","Ложь","Истина","18.02.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","25.02.2025","11:15:00","25.02.2025","12:50:00","Ложь","Истина","25.02.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","04.03.2025","11:15:00","04.03.2025","12:50:00","Ложь","Истина","04.03.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","11.03.2025","11:15:00","11.03.2025","12:50:00","Ложь","Истина","11.03.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","18.03.2025","11:15:00","18.03.2025","12:50:00","Ложь","Истина","18.03.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","25.03.2025","11:15:00","25.03.2025","12:50:00","Ложь","Истина","25.03.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","01.04.2025","11:15:00","01.04.2025","12:50:00","Ложь","Истина","01.04.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","08.04.2025","11:15:00","08.04.2025","12:50:00","Ложь","Истина","08.04.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","15.04.2025","11:15:00","15.04.2025","12:50:00","Ложь","Истина","15.04.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","22.04.2025","11:15:00","22.04.2025","12:50:00","Ложь","Истина","22.04.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","29.04.2025","11:15:00","29.04.2025","12:50:00","Ложь","Истина","29.04.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","06.05.2025","11:15:00","06.05.2025","12:50:00","Ложь","Истина","06.05.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","13.05.2025","11:15:00","13.05.2025","12:50:00","Ложь","Истина","13.05.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","20.05.2025","11:15:00","20.05.2025","12:50:00","Ложь","Истина","20.05.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","27.05.2025","11:15:00","27.05.2025","12:50:00","Ложь","Истина","27.05.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ФВ Пз DL ІТУ-24-1","03.06.2025","11:15:00","03.06.2025","12:50:00","Ложь","Истина","03.06.2025","11:10:00","2","Обычная","ФВ Пз DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","11.02.2025","13:10:00","11.02.2025","14:45:00","Ложь","Истина","11.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","18.02.2025","13:10:00","18.02.2025","14:45:00","Ложь","Истина","18.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","25.02.2025","13:10:00","25.02.2025","14:45:00","Ложь","Истина","25.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","04.03.2025","13:10:00","04.03.2025","14:45:00","Ложь","Истина","04.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","11.03.2025","13:10:00","11.03.2025","14:45:00","Ложь","Истина","11.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","18.03.2025","13:10:00","18.03.2025","14:45:00","Ложь","Истина","18.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","25.03.2025","13:10:00","25.03.2025","14:45:00","Ложь","Истина","25.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","01.04.2025","13:10:00","01.04.2025","14:45:00","Ложь","Истина","01.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","08.04.2025","13:10:00","08.04.2025","14:45:00","Ложь","Истина","08.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","15.04.2025","13:10:00","15.04.2025","14:45:00","Ложь","Истина","15.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","22.04.2025","13:10:00","22.04.2025","14:45:00","Ложь","Истина","22.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","29.04.2025","13:10:00","29.04.2025","14:45:00","Ложь","Истина","29.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","06.05.2025","13:10:00","06.05.2025","14:45:00","Ложь","Истина","06.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","13.05.2025","13:10:00","13.05.2025","14:45:00","Ложь","Истина","13.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","20.05.2025","13:10:00","20.05.2025","14:45:00","Ложь","Истина","20.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","27.05.2025","13:10:00","27.05.2025","14:45:00","Ложь","Истина","27.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Лк DL ВПВПС-24-1,2","03.06.2025","13:10:00","03.06.2025","14:45:00","Ложь","Истина","03.06.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","11.02.2025","13:10:00","11.02.2025","14:45:00","Ложь","Истина","11.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","18.02.2025","13:10:00","18.02.2025","14:45:00","Ложь","Истина","18.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","25.02.2025","13:10:00","25.02.2025","14:45:00","Ложь","Истина","25.02.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","04.03.2025","13:10:00","04.03.2025","14:45:00","Ложь","Истина","04.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","11.03.2025","13:10:00","11.03.2025","14:45:00","Ложь","Истина","11.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","18.03.2025","13:10:00","18.03.2025","14:45:00","Ложь","Истина","18.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","25.03.2025","13:10:00","25.03.2025","14:45:00","Ложь","Истина","25.03.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","01.04.2025","13:10:00","01.04.2025","14:45:00","Ложь","Истина","01.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","08.04.2025","13:10:00","08.04.2025","14:45:00","Ложь","Истина","08.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","15.04.2025","13:10:00","15.04.2025","14:45:00","Ложь","Истина","15.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","22.04.2025","13:10:00","22.04.2025","14:45:00","Ложь","Истина","22.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","29.04.2025","13:10:00","29.04.2025","14:45:00","Ложь","Истина","29.04.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","06.05.2025","13:10:00","06.05.2025","14:45:00","Ложь","Истина","06.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","13.05.2025","13:10:00","13.05.2025","14:45:00","Ложь","Истина","13.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","20.05.2025","13:10:00","20.05.2025","14:45:00","Ложь","Истина","20.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","27.05.2025","13:10:00","27.05.2025","14:45:00","Ложь","Истина","27.05.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ВМ Лк DL ВПВПС-24-1,2","03.06.2025","13:10:00","03.06.2025","14:45:00","Ложь","Истина","03.06.2025","13:05:00","2","Обычная","ВМ Лк DL ВПВПС-24-1,2","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","11.02.2025","13:10:00","11.02.2025","14:45:00","Ложь","Истина","11.02.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","18.02.2025","13:10:00","18.02.2025","14:45:00","Ложь","Истина","18.02.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","25.02.2025","13:10:00","25.02.2025","14:45:00","Ложь","Истина","25.02.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","04.03.2025","13:10:00","04.03.2025","14:45:00","Ложь","Истина","04.03.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - Фіз Лк DL ІТУ-24-1","11.03.2025","13:10:00","11.03.2025","14:45:00","Ложь","Истина","11.03.2025","13:05:00","2","Обычная","Фіз Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","18.03.2025","13:10:00","18.03.2025","14:45:00","Ложь","Истина","18.03.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","25.03.2025","13:10:00","25.03.2025","14:45:00","Ложь","Истина","25.03.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","01.04.2025","13:10:00","01.04.2025","14:45:00","Ложь","Истина","01.04.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","08.04.2025","13:10:00","08.04.2025","14:45:00","Ложь","Истина","08.04.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","15.04.2025","13:10:00","15.04.2025","14:45:00","Ложь","Истина","15.04.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","22.04.2025","13:10:00","22.04.2025","14:45:00","Ложь","Истина","22.04.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","29.04.2025","13:10:00","29.04.2025","14:45:00","Ложь","Истина","29.04.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","06.05.2025","13:10:00","06.05.2025","14:45:00","Ложь","Истина","06.05.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ОП Лк DL ІТУ-24-1","13.05.2025","13:10:00","13.05.2025","14:45:00","Ложь","Истина","13.05.2025","13:05:00","2","Обычная","ОП Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","20.05.2025","13:10:00","20.05.2025","14:45:00","Ложь","Истина","20.05.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","27.05.2025","13:10:00","27.05.2025","14:45:00","Ложь","Истина","27.05.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ІТУ-24-1 - ООПро Лк DL ІТУ-24-1","03.06.2025","13:10:00","03.06.2025","14:45:00","Ложь","Истина","03.06.2025","13:05:00","2","Обычная","ООПро Лк DL ІТУ-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","11.02.2025","14:55:00","11.02.2025","16:30:00","Ложь","Истина","11.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","18.02.2025","14:55:00","18.02.2025","16:30:00","Ложь","Истина","18.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","25.02.2025","14:55:00","25.02.2025","16:30:00","Ложь","Истина","25.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","04.03.2025","14:55:00","04.03.2025","16:30:00","Ложь","Истина","04.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","11.03.2025","14:55:00","11.03.2025","16:30:00","Ложь","Истина","11.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОП Лк DL ВПВПС-24-1,2","18.03.2025","14:55:00","18.03.2025","16:30:00","Ложь","Истина","18.03.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","25.03.2025","14:55:00","25.03.2025","16:30:00","Ложь","Истина","25.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОП Лк DL ВПВПС-24-1,2","01.04.2025","14:55:00","01.04.2025","16:30:00","Ложь","Истина","01.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","08.04.2025","14:55:00","08.04.2025","16:30:00","Ложь","Истина","08.04.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОП Лк DL ВПВПС-24-1,2","15.04.2025","14:55:00","15.04.2025","16:30:00","Ложь","Истина","15.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","22.04.2025","14:55:00","22.04.2025","16:30:00","Ложь","Истина","22.04.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОП Лк DL ВПВПС-24-1,2","29.04.2025","14:55:00","29.04.2025","16:30:00","Ложь","Истина","29.04.2025","14:50:00","2","Обычная","ОП Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","06.05.2025","14:55:00","06.05.2025","16:30:00","Ложь","Истина","06.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","13.05.2025","14:55:00","13.05.2025","16:30:00","Ложь","Истина","13.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","20.05.2025","14:55:00","20.05.2025","16:30:00","Ложь","Истина","20.05.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-1 - ВМ Пз DL ВПВПС-24-1","27.05.2025","14:55:00","27.05.2025","16:30:00","Ложь","Истина","27.05.2025","14:50:00","2","Обычная","ВМ Пз DL ВПВПС-24-1","Обычный"
"ВПВПС-24-1 - ОГД Лк DL ВПВПС-24-1,2","03.06.2025","14:55:00","03.06.2025","16:30:00","Ложь","Истина","03.06.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","11.02.2025","14:55:00","11.02.2025","16:30:00","Ложь","Истина","11.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","18.02.2025","14:55:00","18.02.2025","16:30:00","Ложь","Истина","18.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","25.02.2025","14:55:00","25.02.2025","16:30:00","Ложь","Истина","25.02.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
"ВПВПС-24-2 - ОГД Лк DL ВПВПС-24-1,2","04.03.2025","14:55:00","04.03.2025","16:30:00","Ложь","Истина","04.03.2025","14:50:00","2","Обычная","ОГД Лк DL ВПВПС-24-1,2","Обычный"
